,Destination,Industry,Stage,N,HHI,HHI_norm,Eff_N_hhi,CR1,CR3,CR5,Entropy,Entropy_norm,Eff_N_entropy,SelfReliance
618,NO,Aluminium and aluminium products,Secondary,49,0.153,0.135,6.549,0.241,0.598,0.81,2.28,0.586,9.775,0.001
619,NO,Basic iron and steel and of ferro-alloys and first products thereof,Secondary,49,0.207,0.19,4.838,0.339,0.708,0.785,2.16,0.555,8.673,0.0
620,NO,Copper products,Secondary,49,0.091,0.072,11.001,0.175,0.442,0.584,2.773,0.712,16.005,0.003
621,NO,"Lead, zinc and tin and products thereof",Secondary,49,0.181,0.164,5.527,0.352,0.632,0.794,2.218,0.57,9.185,0.002
622,NO,Other non-ferrous metal products,Secondary,49,0.123,0.105,8.108,0.186,0.501,0.743,2.4,0.617,11.019,0.013
623,NO,Precious metals,Secondary,49,0.08,0.061,12.514,0.165,0.355,0.522,2.813,0.723,16.662,0.002
624,NO,Aluminium ores and concentrates,Primary,19,0.127,0.079,7.844,0.225,0.496,0.712,2.257,0.766,9.552,0.0
625,NO,Copper ores and concentrates,Primary,27,0.545,0.528,1.833,0.704,0.945,0.97,0.941,0.285,2.562,0.0
626,NO,"Lead, zinc and tin ores and concentrates",Primary,31,0.598,0.585,1.671,0.769,0.856,0.913,1.085,0.316,2.96,0.0
627,NO,Nickel ores and concentrates,Primary,23,0.609,0.591,1.641,0.773,0.901,0.965,0.94,0.3,2.559,0.0
628,NO,Other non-ferrous metal ores and concentrates,Primary,35,0.223,0.2,4.487,0.411,0.677,0.823,2.015,0.567,7.497,0.0
629,NO,Precious metal ores and concentrates,Primary,29,0.29,0.265,3.448,0.498,0.742,0.86,1.771,0.526,5.878,0.0
630,ID,Electrical machinery and apparatus n.e.c. (31),Tertiary,36,0.213,0.191,4.694,0.324,0.729,0.861,1.905,0.532,6.717,0.324
631,ID,"Fabricated metal products, except machinery and equipment (28)",Tertiary,49,0.324,0.31,3.083,0.532,0.777,0.881,1.744,0.448,5.719,0.532
632,ID,Machinery and equipment n.e.c. (29),Tertiary,31,0.392,0.372,2.548,0.613,0.748,0.82,1.663,0.484,5.277,0.0
633,ID,Aluminium and aluminium products,Secondary,49,0.276,0.261,3.624,0.474,0.757,0.824,1.967,0.506,7.152,0.201
634,ID,Basic iron and steel and of ferro-alloys and first products thereof,Secondary,49,0.548,0.538,1.826,0.728,0.9,0.935,1.148,0.295,3.151,0.728
635,ID,Copper products,Secondary,49,0.165,0.148,6.046,0.317,0.602,0.797,2.256,0.58,9.549,0.317
636,ID,"Lead, zinc and tin and products thereof",Secondary,49,0.311,0.296,3.219,0.4,0.846,0.921,1.568,0.403,4.798,0.4
637,ID,Other non-ferrous metal products,Secondary,49,0.195,0.178,5.127,0.349,0.675,0.787,2.166,0.557,8.724,0.349
638,ID,Precious metals,Secondary,49,0.182,0.165,5.507,0.317,0.657,0.743,2.215,0.569,9.159,0.252
639,ID,Aluminium ores and concentrates,Primary,19,0.354,0.318,2.824,0.564,0.805,0.891,1.562,0.531,4.771,0.007
640,ID,Copper ores and concentrates,Primary,27,0.217,0.187,4.601,0.395,0.678,0.815,1.956,0.593,7.069,0.022
641,ID,"Lead, zinc and tin ores and concentrates",Primary,31,0.299,0.276,3.342,0.441,0.831,0.924,1.57,0.457,4.807,0.301
642,ID,Nickel ores and concentrates,Primary,23,0.227,0.192,4.407,0.415,0.666,0.857,1.843,0.588,6.317,0.031
643,ID,Other non-ferrous metal ores and concentrates,Primary,35,0.185,0.161,5.396,0.273,0.72,0.827,2.076,0.584,7.969,0.0
644,ID,Precious metal ores and concentrates,Primary,29,0.197,0.168,5.086,0.3,0.685,0.851,1.975,0.586,7.205,0.001
645,ZA,Electrical machinery and apparatus n.e.c. (31),Tertiary,36,0.234,0.212,4.276,0.351,0.755,0.879,1.838,0.513,6.285,0.3
646,ZA,"Fabricated metal products, except machinery and equipment (28)",Tertiary,49,0.17,0.153,5.882,0.278,0.671,0.822,2.195,0.564,8.98,0.278
647,ZA,Machinery and equipment n.e.c. (29),Tertiary,31,0.508,0.492,1.969,0.693,0.881,0.914,1.216,0.354,3.375,0.0
648,ZA,Aluminium and aluminium products,Secondary,49,0.257,0.241,3.892,0.387,0.772,0.884,1.805,0.464,6.078,0.387
649,ZA,Basic iron and steel and of ferro-alloys and first products thereof,Secondary,49,0.165,0.147,6.071,0.254,0.62,0.811,2.197,0.565,9.0,0.252
650,ZA,Copper products,Secondary,49,0.142,0.124,7.065,0.258,0.574,0.725,2.361,0.607,10.597,0.258
651,ZA,"Lead, zinc and tin and products thereof",Secondary,49,0.436,0.425,2.291,0.632,0.883,0.937,1.332,0.342,3.79,0.08
652,ZA,Other non-ferrous metal products,Secondary,49,0.353,0.339,2.837,0.442,0.949,0.97,1.277,0.328,3.587,0.373
653,ZA,Precious metals,Secondary,49,0.655,0.648,1.526,0.799,0.973,0.991,0.743,0.191,2.102,0.799
654,ZA,Aluminium ores and concentrates,Primary,19,0.778,0.766,1.285,0.88,0.946,0.976,0.594,0.202,1.811,0.0
655,ZA,Copper ores and concentrates,Primary,27,0.488,0.468,2.051,0.674,0.898,0.962,1.145,0.347,3.142,0.022
656,ZA,"Lead, zinc and tin ores and concentrates",Primary,31,0.984,0.983,1.016,0.992,0.997,0.998,0.062,0.018,1.064,0.0
657,ZA,Nickel ores and concentrates,Primary,23,0.793,0.784,1.261,0.889,0.959,0.982,0.542,0.173,1.719,0.027
658,ZA,Other non-ferrous metal ores and concentrates,Primary,35,0.355,0.336,2.817,0.522,0.901,0.971,1.338,0.376,3.811,0.133
659,ZA,Precious metal ores and concentrates,Primary,29,0.254,0.228,3.933,0.432,0.743,0.849,1.858,0.552,6.412,0.432
660,WA,Electrical machinery and apparatus n.e.c. (31),Tertiary,36,0.385,0.367,2.598,0.58,0.866,0.932,1.409,0.393,4.091,0.19
661,WA,"Fabricated metal products, except machinery and equipment (28)",Tertiary,49,0.27,0.255,3.699,0.383,0.831,0.893,1.736,0.446,5.673,0.325
662,WA,Machinery and equipment n.e.c. (29),Tertiary,31,0.712,0.702,1.405,0.841,0.918,0.949,0.802,0.234,2.23,0.0
663,WA,Aluminium and aluminium products,Secondary,49,0.578,0.569,1.73,0.75,0.899,0.937,1.071,0.275,2.917,0.114
664,WA,Basic iron and steel and of ferro-alloys and first products thereof,Secondary,49,0.259,0.244,3.858,0.355,0.8,0.883,1.802,0.463,6.06,0.355
665,WA,Copper products,Secondary,49,0.177,0.16,5.647,0.335,0.645,0.773,2.231,0.573,9.311,0.335
666,WA,"Lead, zinc and tin and products thereof",Secondary,49,0.629,0.621,1.59,0.781,0.937,0.962,0.873,0.224,2.394,0.136
667,WA,Other non-ferrous metal products,Secondary,49,0.291,0.276,3.437,0.407,0.826,0.905,1.661,0.427,5.266,0.339
668,WA,Precious metals,Secondary,49,0.221,0.205,4.524,0.406,0.697,0.796,2.07,0.532,7.922,0.406
669,WA,Aluminium ores and concentrates,Primary,19,0.278,0.238,3.596,0.372,0.795,0.897,1.638,0.556,5.144,0.357
670,WA,Copper ores and concentrates,Primary,27,0.165,0.133,6.054,0.249,0.641,0.831,2.019,0.612,7.528,0.249
671,WA,"Lead, zinc and tin ores and concentrates",Primary,31,0.217,0.191,4.602,0.302,0.72,0.937,1.782,0.519,5.944,0.302
672,WA,Nickel ores and concentrates,Primary,23,0.255,0.221,3.923,0.406,0.776,0.9,1.682,0.537,5.377,0.071
673,WA,Other non-ferrous metal ores and concentrates,Primary,35,0.309,0.289,3.237,0.453,0.822,0.909,1.611,0.453,5.006,0.453
674,WA,Precious metal ores and concentrates,Primary,29,0.262,0.236,3.816,0.404,0.821,0.947,1.618,0.481,5.045,0.196
675,WL,Electrical machinery and apparatus n.e.c. (31),Tertiary,36,0.365,0.347,2.737,0.573,0.826,0.894,1.517,0.423,4.559,0.025
676,WL,"Fabricated metal products, except machinery and equipment (28)",Tertiary,49,0.2,0.183,5.01,0.393,0.633,0.762,2.132,0.548,8.434,0.031
677,WL,Machinery and equipment n.e.c. (29),Tertiary,31,0.788,0.781,1.268,0.886,0.952,0.965,0.596,0.174,1.815,0.0
678,WL,Aluminium and aluminium products,Secondary,49,0.307,0.292,3.259,0.409,0.847,0.933,1.538,0.395,4.653,0.035
679,WL,Basic iron and steel and of ferro-alloys and first products thereof,Secondary,49,0.256,0.24,3.91,0.455,0.715,0.849,1.903,0.489,6.709,0.026
680,WL,Copper products,Secondary,49,0.272,0.256,3.683,0.383,0.791,0.875,1.763,0.453,5.827,0.338
681,WL,"Lead, zinc and tin and products thereof",Secondary,49,0.441,0.429,2.269,0.643,0.83,0.872,1.436,0.369,4.202,0.018
682,WL,Other non-ferrous metal products,Secondary,49,0.18,0.163,5.562,0.267,0.677,0.853,2.061,0.53,7.856,0.028
683,WL,Precious metals,Secondary,49,0.274,0.259,3.649,0.485,0.711,0.81,1.88,0.483,6.555,0.026
684,WL,Aluminium ores and concentrates,Primary,19,0.355,0.319,2.82,0.561,0.795,0.918,1.504,0.511,4.498,0.156
685,WL,Copper ores and concentrates,Primary,27,0.49,0.47,2.043,0.677,0.912,0.956,1.153,0.35,3.169,0.004
686,WL,"Lead, zinc and tin ores and concentrates",Primary,31,0.221,0.195,4.529,0.368,0.724,0.891,1.831,0.533,6.237,0.046
687,WL,Nickel ores and concentrates,Primary,23,0.239,0.204,4.186,0.41,0.728,0.859,1.798,0.574,6.04,0.059
688,WL,Other non-ferrous metal ores and concentrates,Primary,35,0.288,0.267,3.475,0.391,0.86,0.938,1.571,0.442,4.813,0.054
689,WL,Precious metal ores and concentrates,Primary,29,0.801,0.794,1.248,0.892,0.983,0.992,0.479,0.142,1.614,0.0
690,WE,Electrical machinery and apparatus n.e.c. (31),Tertiary,36,0.235,0.213,4.25,0.425,0.736,0.809,2.006,0.56,7.435,0.172
691,WE,"Fabricated metal products, except machinery and equipment (28)",Tertiary,49,0.137,0.12,7.274,0.329,0.503,0.613,2.688,0.691,14.699,0.079
692,WE,Machinery and equipment n.e.c. (29),Tertiary,31,0.136,0.108,7.336,0.238,0.561,0.742,2.272,0.662,9.699,0.0
693,WE,Aluminium and aluminium products,Secondary,49,0.176,0.159,5.692,0.372,0.576,0.712,2.388,0.614,10.893,0.114
694,WE,Basic iron and steel and of ferro-alloys and first products thereof,Secondary,49,0.139,0.121,7.211,0.31,0.558,0.662,2.609,0.67,13.589,0.31
695,WE,Copper products,Secondary,49,0.132,0.114,7.566,0.27,0.557,0.666,2.581,0.663,13.211,0.27
696,WE,"Lead, zinc and tin and products thereof",Secondary,49,0.263,0.247,3.807,0.457,0.728,0.805,1.995,0.513,7.351,0.212
697,WE,Other non-ferrous metal products,Secondary,49,0.179,0.162,5.587,0.348,0.613,0.692,2.382,0.612,10.825,0.348
698,WE,Precious metals,Secondary,49,0.183,0.166,5.453,0.378,0.582,0.725,2.256,0.58,9.546,0.081
699,WE,Aluminium ores and concentrates,Primary,19,0.595,0.572,1.681,0.763,0.901,0.951,1.005,0.341,2.733,0.763
700,WE,Copper ores and concentrates,Primary,27,0.522,0.504,1.915,0.694,0.965,0.979,0.975,0.296,2.65,0.694
701,WE,"Lead, zinc and tin ores and concentrates",Primary,31,0.292,0.268,3.426,0.513,0.702,0.81,1.857,0.541,6.401,0.513
702,WE,Nickel ores and concentrates,Primary,23,0.334,0.304,2.995,0.537,0.809,0.924,1.532,0.488,4.625,0.076
703,WE,Other non-ferrous metal ores and concentrates,Primary,35,0.473,0.457,2.116,0.678,0.802,0.874,1.402,0.394,4.065,0.678
704,WE,Precious metal ores and concentrates,Primary,29,0.381,0.359,2.622,0.539,0.878,0.949,1.345,0.399,3.838,0.033
705,WF,Electrical machinery and apparatus n.e.c. (31),Tertiary,36,0.288,0.268,3.471,0.485,0.787,0.854,1.775,0.495,5.899,0.188
706,WF,"Fabricated metal products, except machinery and equipment (28)",Tertiary,49,0.179,0.162,5.578,0.357,0.636,0.723,2.365,0.608,10.642,0.031
707,WF,Machinery and equipment n.e.c. (29),Tertiary,31,0.417,0.398,2.397,0.629,0.804,0.872,1.533,0.446,4.63,0.0
708,WF,Aluminium and aluminium products,Secondary,49,0.392,0.379,2.551,0.578,0.852,0.901,1.485,0.382,4.415,0.234
709,WF,Basic iron and steel and of ferro-alloys and first products thereof,Secondary,49,0.327,0.313,3.061,0.524,0.782,0.867,1.74,0.447,5.697,0.524
710,WF,Copper products,Secondary,49,0.278,0.263,3.599,0.488,0.709,0.862,1.851,0.476,6.364,0.488
711,WF,"Lead, zinc and tin and products thereof",Secondary,49,0.466,0.455,2.145,0.589,0.957,0.976,1.007,0.259,2.737,0.344
712,WF,Other non-ferrous metal products,Secondary,49,0.738,0.733,1.355,0.849,0.987,0.992,0.522,0.134,1.686,0.849
713,WF,Precious metals,Secondary,49,0.227,0.211,4.402,0.327,0.728,0.865,1.93,0.496,6.891,0.327
714,WF,Aluminium ores and concentrates,Primary,19,0.794,0.783,1.259,0.89,0.945,0.981,0.556,0.189,1.743,0.89
715,WF,Copper ores and concentrates,Primary,27,0.412,0.389,2.427,0.562,0.95,0.978,1.153,0.35,3.166,0.562
716,WF,"Lead, zinc and tin ores and concentrates",Primary,31,0.999,0.999,1.001,0.999,1.0,1.0,0.006,0.002,1.006,0.999
717,WF,Nickel ores and concentrates,Primary,23,0.978,0.977,1.023,0.989,0.997,0.999,0.079,0.025,1.082,0.989
718,WF,Other non-ferrous metal ores and concentrates,Primary,35,0.662,0.652,1.51,0.8,0.964,0.977,0.736,0.207,2.088,0.8
719,WF,Precious metal ores and concentrates,Primary,29,0.269,0.243,3.716,0.418,0.775,0.877,1.769,0.525,5.867,0.0
720,WM,Electrical machinery and apparatus n.e.c. (31),Tertiary,36,0.306,0.287,3.263,0.501,0.791,0.884,1.688,0.471,5.41,0.013
721,WM,"Fabricated metal products, except machinery and equipment (28)",Tertiary,49,0.199,0.182,5.033,0.3,0.693,0.817,2.071,0.532,7.935,0.043
722,WM,Machinery and equipment n.e.c. (29),Tertiary,31,0.771,0.763,1.297,0.877,0.942,0.961,0.654,0.191,1.924,0.0
723,WM,Aluminium and aluminium products,Secondary,49,0.385,0.372,2.599,0.605,0.747,0.861,1.657,0.426,5.242,0.058
724,WM,Basic iron and steel and of ferro-alloys and first products thereof,Secondary,49,0.136,0.118,7.368,0.243,0.561,0.711,2.342,0.602,10.404,0.078
725,WM,Copper products,Secondary,49,0.17,0.153,5.886,0.367,0.549,0.673,2.371,0.609,10.708,0.029
726,WM,"Lead, zinc and tin and products thereof",Secondary,49,0.535,0.525,1.869,0.726,0.823,0.881,1.277,0.328,3.588,0.025
727,WM,Other non-ferrous metal products,Secondary,49,0.188,0.171,5.317,0.337,0.673,0.821,2.096,0.538,8.131,0.096
728,WM,Precious metals,Secondary,49,0.123,0.105,8.113,0.227,0.507,0.725,2.415,0.621,11.193,0.042
729,WM,Aluminium ores and concentrates,Primary,19,0.507,0.48,1.972,0.701,0.85,0.939,1.203,0.409,3.332,0.0
730,WM,Copper ores and concentrates,Primary,27,0.292,0.265,3.422,0.476,0.797,0.883,1.653,0.501,5.221,0.024
731,WM,"Lead, zinc and tin ores and concentrates",Primary,31,0.432,0.413,2.317,0.634,0.847,0.941,1.33,0.387,3.78,0.0
732,WM,Nickel ores and concentrates,Primary,23,0.285,0.252,3.513,0.473,0.781,0.923,1.612,0.514,5.014,0.0
733,WM,Other non-ferrous metal ores and concentrates,Primary,35,0.251,0.229,3.981,0.452,0.696,0.861,1.912,0.538,6.764,0.0
734,WM,Precious metal ores and concentrates,Primary,29,0.534,0.517,1.873,0.712,0.926,0.956,1.073,0.319,2.924,0.0
